Début;Fin;Zone;Ville;Implantation;Polluant;Type;Valeur;Unité;CodeQualité;Validité
30/07/2023 17:00;30/07/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.15;µg-m3;A;1
30/07/2023 18:00;30/07/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.425;µg-m3;A;1
30/07/2023 19:00;30/07/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.625;µg-m3;A;1
30/07/2023 20:00;30/07/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.575;µg-m3;A;1
30/07/2023 21:00;30/07/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.65;µg-m3;A;1
30/07/2023 22:00;30/07/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.475;µg-m3;A;1
30/07/2023 23:00;31/07/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.35;µg-m3;A;1
31/07/2023 00:00;31/07/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.4;µg-m3;A;1
31/07/2023 01:00;31/07/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.45;µg-m3;A;1
31/07/2023 02:00;31/07/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.35;µg-m3;A;1
31/07/2023 03:00;31/07/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.425;µg-m3;A;1
31/07/2023 04:00;31/07/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.55;µg-m3;A;1
31/07/2023 05:00;31/07/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.85;µg-m3;A;1
31/07/2023 06:00;31/07/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.8;µg-m3;A;1
31/07/2023 07:00;31/07/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.65;µg-m3;A;1
31/07/2023 08:00;31/07/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.6;µg-m3;A;1
31/07/2023 09:00;31/07/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.4;µg-m3;A;1
31/07/2023 10:00;31/07/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5;µg-m3;A;1
31/07/2023 11:00;31/07/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.225;µg-m3;A;1
31/07/2023 12:00;31/07/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.3;µg-m3;A;1
31/07/2023 13:00;31/07/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.1;µg-m3;A;1
31/07/2023 14:00;31/07/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.225;µg-m3;A;1
31/07/2023 15:00;31/07/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.575;µg-m3;A;1
31/07/2023 16:00;31/07/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.75;µg-m3;A;1
31/07/2023 17:00;31/07/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.75;µg-m3;A;1
31/07/2023 18:00;31/07/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.3;µg-m3;A;1
31/07/2023 19:00;31/07/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.275;µg-m3;A;1
31/07/2023 20:00;31/07/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.625;µg-m3;A;1
31/07/2023 21:00;31/07/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.275;µg-m3;A;1
31/07/2023 22:00;31/07/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.4;µg-m3;A;1
31/07/2023 23:00;01/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.325;µg-m3;A;1
01/08/2023 00:00;01/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.65;µg-m3;A;1
01/08/2023 01:00;01/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.9;µg-m3;A;1
01/08/2023 02:00;01/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.925;µg-m3;A;1
01/08/2023 03:00;01/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.125;µg-m3;A;1
01/08/2023 04:00;01/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.225;µg-m3;A;1
01/08/2023 05:00;01/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.95;µg-m3;A;1
01/08/2023 06:00;01/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.425;µg-m3;A;1
01/08/2023 07:00;01/08/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.275;µg-m3;A;1
01/08/2023 08:00;01/08/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.6;µg-m3;A;1
01/08/2023 09:00;01/08/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.55;µg-m3;A;1
01/08/2023 10:00;01/08/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.9;µg-m3;A;1
01/08/2023 11:00;01/08/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.175;µg-m3;A;1
01/08/2023 12:00;01/08/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.25;µg-m3;A;1
01/08/2023 13:00;01/08/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.8;µg-m3;A;1
01/08/2023 14:00;01/08/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.725;µg-m3;A;1
01/08/2023 15:00;01/08/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.725;µg-m3;A;1
01/08/2023 16:00;01/08/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.7;µg-m3;A;1
01/08/2023 17:00;01/08/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.075;µg-m3;A;1
01/08/2023 18:00;01/08/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.4;µg-m3;A;1
01/08/2023 19:00;01/08/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.8;µg-m3;A;1
01/08/2023 20:00;01/08/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.5;µg-m3;A;1
01/08/2023 21:00;01/08/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.1;µg-m3;A;1
01/08/2023 22:00;01/08/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.975;µg-m3;A;1
01/08/2023 23:00;02/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.975;µg-m3;A;1
02/08/2023 00:00;02/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.125;µg-m3;A;1
02/08/2023 01:00;02/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.375;µg-m3;A;1
02/08/2023 02:00;02/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.05;µg-m3;A;1
02/08/2023 03:00;02/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.425;µg-m3;A;1
02/08/2023 04:00;02/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.775;µg-m3;A;1
02/08/2023 05:00;02/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.75;µg-m3;A;1
02/08/2023 06:00;02/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.175;µg-m3;A;1
02/08/2023 07:00;02/08/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.6;µg-m3;A;1
02/08/2023 08:00;02/08/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.4;µg-m3;A;1
02/08/2023 09:00;02/08/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.525;µg-m3;A;1
02/08/2023 10:00;02/08/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.5;µg-m3;A;1
02/08/2023 11:00;02/08/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.7;µg-m3;A;1
02/08/2023 12:00;02/08/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.075;µg-m3;A;1
02/08/2023 13:00;02/08/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.3;µg-m3;A;1
02/08/2023 14:00;02/08/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.7;µg-m3;A;1
02/08/2023 15:00;02/08/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.725;µg-m3;A;1
02/08/2023 16:00;02/08/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.25;µg-m3;A;1
02/08/2023 17:00;02/08/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.75;µg-m3;A;1
02/08/2023 18:00;02/08/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.55;µg-m3;A;1
02/08/2023 19:00;02/08/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.575;µg-m3;A;1
02/08/2023 20:00;02/08/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.875;µg-m3;A;1
02/08/2023 21:00;02/08/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.625;µg-m3;A;1
02/08/2023 22:00;02/08/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.9;µg-m3;A;1
02/08/2023 23:00;03/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.425;µg-m3;A;1
03/08/2023 00:00;03/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.125;µg-m3;A;1
03/08/2023 01:00;03/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.4;µg-m3;A;1
03/08/2023 02:00;03/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.1;µg-m3;A;1
03/08/2023 03:00;03/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.9;µg-m3;A;1
03/08/2023 04:00;03/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.55;µg-m3;A;1
03/08/2023 05:00;03/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.175;µg-m3;A;1
03/08/2023 06:00;03/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.25;µg-m3;A;1
03/08/2023 07:00;03/08/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.2;µg-m3;A;1
03/08/2023 08:00;03/08/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.275;µg-m3;A;1
03/08/2023 09:00;03/08/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.375;µg-m3;A;1
03/08/2023 10:00;03/08/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.25;µg-m3;A;1
03/08/2023 11:00;03/08/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.2;µg-m3;A;1
03/08/2023 12:00;03/08/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.55;µg-m3;A;1
03/08/2023 13:00;03/08/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.35;µg-m3;A;1
03/08/2023 14:00;03/08/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.775;µg-m3;A;1
03/08/2023 15:00;03/08/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.6;µg-m3;A;1
03/08/2023 16:00;03/08/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.1;µg-m3;A;1
03/08/2023 17:00;03/08/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.575;µg-m3;A;1
03/08/2023 18:00;03/08/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.775;µg-m3;A;1
03/08/2023 19:00;03/08/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.95;µg-m3;A;1
03/08/2023 20:00;03/08/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.95;µg-m3;A;1
03/08/2023 21:00;03/08/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.875;µg-m3;A;1
03/08/2023 22:00;03/08/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.725;µg-m3;A;1
03/08/2023 23:00;04/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.775;µg-m3;A;1
04/08/2023 00:00;04/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.825;µg-m3;A;1
04/08/2023 01:00;04/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.675;µg-m3;A;1
04/08/2023 02:00;04/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.725;µg-m3;A;1
04/08/2023 03:00;04/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.65;µg-m3;A;1
04/08/2023 04:00;04/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.475;µg-m3;A;1
04/08/2023 05:00;04/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.25;µg-m3;A;1
04/08/2023 06:00;04/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.025;µg-m3;A;1
04/08/2023 07:00;04/08/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.925;µg-m3;A;1
04/08/2023 08:00;04/08/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.25;µg-m3;A;1
04/08/2023 09:00;04/08/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.2;µg-m3;A;1
04/08/2023 10:00;04/08/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.6;µg-m3;A;1
04/08/2023 11:00;04/08/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.925;µg-m3;A;1
04/08/2023 12:00;04/08/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.7;µg-m3;A;1
04/08/2023 13:00;04/08/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.975;µg-m3;A;1
04/08/2023 14:00;04/08/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.825;µg-m3;A;1
04/08/2023 15:00;04/08/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.7;µg-m3;A;1
04/08/2023 16:00;04/08/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.775;µg-m3;A;1
04/08/2023 17:00;04/08/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.4;µg-m3;A;1
04/08/2023 18:00;04/08/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.15;µg-m3;A;1
04/08/2023 19:00;04/08/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.65;µg-m3;A;1
04/08/2023 20:00;04/08/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.275;µg-m3;A;1
04/08/2023 21:00;04/08/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.15;µg-m3;A;1
04/08/2023 22:00;04/08/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.35;µg-m3;A;1
04/08/2023 23:00;05/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.35;µg-m3;A;1
05/08/2023 00:00;05/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.375;µg-m3;A;1
05/08/2023 01:00;05/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.625;µg-m3;A;1
05/08/2023 02:00;05/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3;µg-m3;A;1
05/08/2023 03:00;05/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.25;µg-m3;A;1
05/08/2023 04:00;05/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.375;µg-m3;A;1
05/08/2023 05:00;05/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.075;µg-m3;A;1
05/08/2023 06:00;05/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.4;µg-m3;A;1
05/08/2023 07:00;05/08/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.375;µg-m3;A;1
05/08/2023 08:00;05/08/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.55;µg-m3;A;1
05/08/2023 09:00;05/08/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.6;µg-m3;A;1
05/08/2023 10:00;05/08/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.375;µg-m3;A;1
05/08/2023 11:00;05/08/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.15;µg-m3;A;1
05/08/2023 12:00;05/08/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.1;µg-m3;A;1
05/08/2023 13:00;05/08/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.15;µg-m3;A;1
05/08/2023 14:00;05/08/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.5;µg-m3;A;1
05/08/2023 15:00;05/08/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.625;µg-m3;A;1
05/08/2023 16:00;05/08/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.5;µg-m3;A;1
05/08/2023 17:00;05/08/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.2;µg-m3;A;1
05/08/2023 18:00;05/08/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.6;µg-m3;A;1
05/08/2023 19:00;05/08/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.475;µg-m3;A;1
05/08/2023 20:00;05/08/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.6;µg-m3;A;1
05/08/2023 21:00;05/08/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.15;µg-m3;A;1
05/08/2023 22:00;05/08/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.5;µg-m3;A;1
05/08/2023 23:00;06/08/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.65;µg-m3;A;1
06/08/2023 00:00;06/08/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.05;µg-m3;A;1
06/08/2023 01:00;06/08/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.15;µg-m3;A;1
06/08/2023 02:00;06/08/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.325;µg-m3;A;1
06/08/2023 03:00;06/08/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.675;µg-m3;A;1
06/08/2023 04:00;06/08/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.275;µg-m3;A;1
06/08/2023 05:00;06/08/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.125;µg-m3;A;1
06/08/2023 06:00;06/08/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2;µg-m3;A;1
